Position,Title,Author,Description,Article link,PDF Link,Research Methods,Focus Areas,Topics or Themes,Geographical Focus,Temporal Focus
177,… examination of neural basis of language processing: proposal of a dynamic hodotopical model from data provided by brain stimulation mapping during picture naming,"H Duffau, S Moritz-Gasser, E Mandonnet - Brain and language, 2014 - Elsevier","… test which involves a large network, thus adapted for … model for visual language processing
in humans (after the first step of visual recognition): a ventral stream is involved in mapping …",https://www.sciencedirect.com/science/article/pii/S0093934X13001090,https://www.researchgate.net/profile/Emmanuel-Mandonnet/publication/250918798_A_re-examination_of_neural_basis_of_language_processing_Proposal_of_a_dynamic_hodotopical_model_from_data_provided_by_brain_stimulation_mapping_during_picture_naming/links/5e92d09c4585150839d643a8/A-re-examination-of-neural-basis-of-language-processing-Proposal-of-a-dynamic-hodotopical-model-from-data-provided-by-brain-stimulation-mapping-during-picture-naming.pdf,,,,,
178,Mapping language to code in programmatic context,"S Iyer, I Konstas, A Cheung, L Zettlemoyer - arXiv preprint arXiv …, 2018 - arxiv.org","… , a new large dataset with over 100,000 examples consisting of Java classes from online
code repositories, and develop a new encoder-decoder architecture that models the interaction …",https://arxiv.org/abs/1808.09588,https://arxiv.org/pdf/1808.09588,,,,,
179,Cross-language phoneme mapping for phonetic search keyword spotting in continuous speech of under-resourced languages.,"E Tetariy, Y Bar-Yosef, V Silber-Varod, M Gishri… - Artif. Intell. Res., 2015 - Citeseer","… acoustic and language models, in addition to compiling a large … , a language model estimated
from target language data … even a language model estimated from the source language is …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d10efc528d426aa17e5ab36849a7c5005f7ac6bc,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=d10efc528d426aa17e5ab36849a7c5005f7ac6bc,,,,,
180,A bit of progress in language modeling,"JT Goodman - Computer Speech & Language, 2001 - Elsevier","… language model directly into the search, or rescoring large … In order to deal with data sparsity,
they first map each word to a … The mapping is learned by backpropagation in the same way …",https://www.sciencedirect.com/science/article/pii/S0885230801901743,https://arxiv.org/pdf/cs/0108005.pdf%C3%AF%C2%BC%E2%80%B0_%C3%A5%C2%BE%C2%AE%C3%A8%C2%BD%C2%AF%C3%A7%C2%A0%E2%80%9D%C3%A7%C2%A9%C2%B6%C3%A9%E2%84%A2%C2%A2%C3%AF%C2%BC%C5%A1%C3%A5%20%C5%BD%C3%A7%E2%80%BA%E2%80%BA%C3%A9%C2%A1%C2%BF%C3%A5%C2%B7%C5%BE%C3%A9%E2%80%BA%C2%B7%C3%A5%C2%BE%C2%B7%C3%A8%E2%80%99%E2%84%A2%C3%A5%C2%BE%C2%B7%C3%AF%C2%BC%CB%86%C3%A7%C2%BE%C5%BD%C3%A5%E2%80%BA%C2%BD%C3%AF%C2%BC%E2%80%B0%C3%A3%E2%82%AC%E2%80%9A%C3%A6%C5%A0%E2%82%AC%C3%A6%C5%93%C2%AF%C3%A6%C5%A0%C2%A5%C3%A5%E2%80%98%C5%A0MSR-TR-2001-72%C3%A3%E2%82%AC%E2%80%9A,,,,,
181,Mapping between levels in the metamodel architecture,"JM Alvarez, A Evans, P Sammut - … Language. Modeling Languages …, 2001 - Springer","… languages. This paper argues that although MML takes a metamodeling approach to language
… In this nested architecture, the transformation of any model between its representations …",https://link.springer.com/chapter/10.1007/3-540-45441-1_4,https://www.researchgate.net/profile/Andy-Evans-2/publication/220868476_Mapping_between_Levels_in_the_Metamodel_Architecture/links/0deec53a5d6d7ac69e000000/Mapping-between-Levels-in-the-Metamodel-Architecture.pdf,,,,,Current Issues
182,Integrating and evaluating neural word embeddings in information retrieval,"G Zuccon, B Koopman, P Bruza… - Proceedings of the 20th …, 2015 - dl.acm.org","… translation language model for information retrieval. This … with MAP as objective measure5.
For example, for the Dirichlet … of neural translation language models and the large number of …",https://dl.acm.org/doi/abs/10.1145/2838931.2838936,https://eprints.qut.edu.au/91418/1/adcs2015_neural_translation_lm.pdf,,,,,
183,Context-aware cross-lingual mapping,"H Aldarmaki, M Diab - arXiv preprint arXiv:1903.03243, 2019 - arxiv.org","… from Language Models) is a recently-proposed deep model for … a bi-LSTM network trained
as a language model (Peters et al., … Since this can result in a very large dictionary, we capped …",https://arxiv.org/abs/1903.03243,https://arxiv.org/pdf/1903.03243,,,,,
184,Dataset cartography: Mapping and diagnosing datasets with training dynamics,"S Swayamdipta, R Schwartz, N Lourie, Y Wang… - arXiv preprint arXiv …, 2020 - arxiv.org","… unable to overfit to data) than those involving representations from large, pretrained
language models. Each data map plots 25K instances, for clarity, and are best viewed enlarged. …",https://arxiv.org/abs/2009.10795,https://arxiv.org/pdf/2009.10795,,,,,Current Issues
185,MAP adaptation of stochastic grammars,"M Bacchiani, M Riley, B Roark, R Sproat - Computer speech & language, 2006 - Elsevier","… a large amount of attention. For large vocabulary systems, an effective acoustic model will
… We then constructed adapted language models using the Scanmail model counts, the 25% …",https://www.sciencedirect.com/science/article/pii/S0885230804000798,https://www.academia.edu/download/39987529/MAP_adaptation_of_stochastic_grammars20151113-18899-shxf9n.pdf,,,,,
186,Conceptfusion: Open-set multimodal 3d mapping,"KM Jatavallabhula, A Kuwajerwala, Q Gu… - arXiv preprint arXiv …, 2023 - arxiv.org","… 6, we optionally adopt a large language model [55] for parsing language queries to an
appropriate composition of 3DSCs. For instance, the query “what is the distance between the …",https://arxiv.org/abs/2302.07241,https://arxiv.org/pdf/2302.07241,,,,,
187,ChatGPT as a mapping assistant: A novel method to enrich maps with generative AI and,"L Juhász, P Mooney, HH Hochmair - 2023 - researchgate.net","… AI as a mapping assistant for enhancing the efficiency of collaborative mapping. We present
… geographic information (VGI) and large language models (LLMs). Three analysts described …",https://www.researchgate.net/profile/Levente-Juhasz/publication/373512618_ChatGPT_as_a_mapping_assistant_A_novel_method_to_enrich_maps_with_generative_AI_and_content_derived_from_street-level_photographs/links/64ef644cf850d430c36a88a0/ChatGPT-as-a-mapping-assistant-A-novel-method-to-enrich-maps-with-generative-AI-and-content-derived-from-street-level-photographs.pdf,https://www.researchgate.net/profile/Levente-Juhasz/publication/373512618_ChatGPT_as_a_mapping_assistant_A_novel_method_to_enrich_maps_with_generative_AI_and_content_derived_from_street-level_photographs/links/64ef644cf850d430c36a88a0/ChatGPT-as-a-mapping-assistant-A-novel-method-to-enrich-maps-with-generative-AI-and-content-derived-from-street-level-photographs.pdf,,,,,Current Issues
188,"What Do We Mean by GenAI? A Systematic Mapping of The Evolution, Trends, and Techniques Involved in Generative AI","A Vázquez-Ingelmo, FJ García-Peñalvo - 2023 - repositorio.grial.eu","… Tools like ChatGPT, Dall-E, or Midjourney have democratized access to Large Language
Models, enabling the creation of human-like content. However, the concept 'Generative …",https://repositorio.grial.eu/handle/grial/2934,https://repositorio.grial.eu/bitstream/grial/2934/1/ip2023_07_006.pdf,,,,,
189,A common language for physical mapping of the human genome,"M Olson, L Hood, C Cantor, D Botstein - Science, 1989 - science.org","… This will solve the problem of merging data from many sources, eliminate the need for large
clone archives, and define a physical map that can evolve smoothly and naturally toward the …",https://www.science.org/doi/pdf/10.1126/science.2781285,https://www.academia.edu/download/66625714/57defdd02ea23777900ae497d122e487341a.pdf,,,,,
190,Bertmcn: Mapping colloquial phrases to standard medical concepts using bert and highway network,"KS Kalyan, S Sangeetha - Artificial Intelligence in Medicine, 2021 - Elsevier","… language models achieved promising results in many NLP tasks. Some of the popular deep
language representation models … language models over large volumes of text. Further these …",https://www.sciencedirect.com/science/article/pii/S0933365721000014,,,,,,Current Issues
191,Recurrent continuous translation models,"N Kalchbrenner, P Blunsom - … methods in natural language …, 2013 - aclanthology.org","… (RCTM) that map without loss of generality a sentence from … recurrent language model
underlying the generative aspect. … the model robustly applicable to a large number of languages …",https://aclanthology.org/D13-1176.pdf,https://aclanthology.org/D13-1176.pdf,,,,,Current Issues
192,History of awake mapping and speech and language localization: from modules to networks,"S Rahimpour, MM Haglund, AH Friedman… - Neurosurgical focus, 2019 - thejns.org","… The classic Broca-Wernicke model of cortical speech and language organization underwent
a paradigm shift in large part due to advances in brain mapping techniques. This initially …",https://thejns.org/focus/view/journals/neurosurg-focus/47/3/article-pE4.xml,https://thejns.org/focus/view/journals/neurosurg-focus/47/3/article-pE4.xml?tab_body=pdf,,,,,
193,Natural language processing for requirements engineering: A systematic mapping study,"L Zhao, W Alhoshan, A Ferrari, KJ Letsholo… - ACM Computing …, 2021 - dl.acm.org","… presents a large-scale systematic mapping study of the field. The mapping study reviews 404
… several solutions are proposed to address a large spectrum of RE phases, tasks and types …",https://dl.acm.org/doi/abs/10.1145/3444689,https://arxiv.org/pdf/2004.01099,,,Solutions and Mitigations,,Current Issues
194,Automated speech generation from UN General Assembly statements: Mapping risks in AI generated texts,"J Bullock, M Luengo-Oroz - arXiv preprint arXiv:1906.01946, 2019 - arxiv.org","… and rapidly, and used for propaganda, disinformation and personal harm on a large scale. …
In training the language model we follow the methodology as laid out by Howard and Ruder …",https://arxiv.org/abs/1906.01946,https://arxiv.org/pdf/1906.01946,,,,,
195,DiviML: A Module-based Heuristic for Mapping Neural Networks onto Heterogeneous Platforms,"Y Ghannane, MS Abdelfattah - arXiv preprint arXiv:2308.00127, 2023 - arxiv.org","… In this case study, we investigate the use of our scheduler for a large language model (LLM),
GPT-3 [40], on a distributed heterogeneous platform as shown in Figure 8. This model …",https://arxiv.org/abs/2308.00127,https://arxiv.org/pdf/2308.00127,Case Studies,,,,
196,Geospatial and semantic mapping platform for massive COVID-19 scientific publication search,"X Ye, J Du, X Gong, S Na, W Li, S Kudva - Journal of Geovisualization and …, 2021 - Springer","… mapping platform to search and organize these large and unmapped digital collections.
The semantic map … Our system uses state-of-the-art language modeling methods to analyze …",https://link.springer.com/article/10.1007/s41651-021-00073-y,https://link.springer.com/article/10.1007/s41651-021-00073-y,,,,,
